Food Item,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Vitamin B12 (mcg),Folate (B9) (mcg),Vitamin B6 (mg),Niacin (B3) (mg),Pantothenic Acid (B5) (mg),Riboflavin (B2) (mg),Calcium (mg),Iron (mg),Magnesium (mg),Potassium (mg),Zinc (mg),Copper (mg),Phosphorus (mg),Manganese (mg),Selenium (mcg),Saturated Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Omega-3 Fatty Acids (g),Omega-6 Fatty Acids (g),Cholesterol (mg),Glycemic Index,Water Content (g),Serving Size (g or cups),Net Carbs (g),Complex Carbs (g),Simple Carbs (g),Antioxidants (mg),Flavonoids (mg),Carotenoids (mg),Caffeine (mg),Acidity (pH),Allergen Information,Dietary Labels,Energy Density (kcal/g)
Strawberries (1 cup),49,1.1,12.0,0.5,3.0,7.0,1,3275,130,198,1.5459441760487622,73,3.255192626244674,287,0.7055364852995636,2.225514415044674,2.7513404347729638,0.20590910020598424,471,9.97638058378801,140.9171555336709,589,0.5333530836511808,1.341520655931288,615,1.6775407520887113,79,5.0704765904767815,9.755766344355589,2.426070169534522,2.0241606699261268,3.6320294477665493,4,Medium,540,1,10,29,-19,201,49,52,97,5.08752290807403,Egg-Free,Low Carb,1.4053797288060212
Kiwi (1 medium),42,0.8,10.0,0.4,2.1,6.0,1,4441,97,378,1.4333810728708094,99,2.4493641402928987,83,0.8443949588472661,19.477927417039577,3.5550537900359336,1.8988370925068963,184,5.188253458689858,45.34571403959841,678,0.880186587020557,0.8303769687388513,531,0.7167402038313359,69,0.18730292060419873,7.264655537935313,5.348788154675899,0.19830652487135225,7.747221653145774,118,Low,875,150,22,9,13,116,15,63,165,3.8383915325127513,Dairy-Free,Low Carb,0.5765227938611395
Watermelon (1 cup),46,0.9,12.0,0.2,0.6,9.0,2,2906,149,205,6.431814639256173,45,0.8103023445814501,218,1.3619674576964063,11.336569340596936,2.2638548312350837,0.9534519445673483,396,2.19478339332152,118.61548082453983,987,2.408086552485605,1.3780326049215053,560,0.8962109574598811,85,3.9160188092155543,9.150451261446532,6.846716274158617,1.362746975308227,7.52257926473826,87,Low,798,1,32,38,-6,203,57,77,125,5.671570196554546,Contains Artificial Colors,Vegan,2.8470183732147523
Bell Pepper (1 medium),24,1.0,6.0,0.2,2.1,3.5,1,637,196,239,3.2403491104847166,71,1.7060816506647223,59,1.5210405225976893,11.63611872141552,1.6862244791309666,0.3506926842028557,394,5.374159517202662,221.48736149335383,317,2.267080102631955,1.2185142686904686,327,1.3967051201937042,50,0.7484282147140509,3.0386146398872205,4.487407508475062,2.0036762755684183,9.012547971029317,126,Medium,432,200,9,29,-20,336,64,62,156,5.1938693128336535,Soy-Free,Low Carb,0.6583153636138617
Zucchini (1 medium),33,2.4,7.5,0.6,2.5,3.3,3,1941,46,543,1.3269293485946028,179,2.6868176003154716,171,0.7811838363467312,10.882192875545496,4.795880723223041,2.302343244373811,99,8.233158987439335,111.08593115809379,626,2.9202085543985308,0.5246476332738241,65,0.7714568714745434,64,4.751471801568825,7.418668600865923,8.630259611201758,2.390826816383458,3.072549811288111,23,High,854,100,22,12,10,247,33,49,249,6.215317988880587,Dairy-Free,Vegan,2.7469388998814814
"Chickpeas (1/2 cup, cooked)",135,7.0,22.0,2.0,6.0,3.7,1,2555,70,932,11.586990595302476,85,2.839462652030204,450,1.3495666830483726,12.60390381324778,3.2161156120537817,1.010727608751168,417,7.8801731055336734,211.49600955410128,372,3.396879058127778,1.7096980263894384,574,1.2944728607267568,13,4.216816468528943,7.140027085235115,8.694591028404044,2.718481792375709,4.655200053141495,106,High,515,100,41,12,29,141,24,197,60,3.7076463903729744,Egg-Free,Vegetarian,0.6577053763686482
"Lentils (1/2 cup, cooked)",115,9.0,20.0,0.4,7.8,1.8,2,624,180,312,7.419322124346469,179,0.8546558668732658,194,1.1834976846518546,6.021695302701344,4.702781023622232,1.4328386939508484,250,7.991526768530474,151.66080766232665,318,3.9206221887319184,1.0346867269577777,405,1.7820371498409102,49,4.44385026638056,2.9468998543937506,4.706912176404457,1.3749556489495944,8.64999612606053,49,Medium,203,200,11,13,-2,366,9,95,31,4.043758410695619,Egg-Free,Paleo,1.2581817939591369
Coconut Oil (1 tbsp),121,0.0,0.0,14.0,0.0,0.0,0,3050,133,129,5.049426807617163,198,0.5000921565361472,495,0.8668472869959121,6.457585611521975,1.4153585098924177,0.7867574896159308,44,7.226225947980161,56.05041114456562,885,4.4951080556543275,1.6628184359355962,405,1.6150092106715073,64,0.4533130204799407,5.508163254507053,9.729257104088996,2.6152066730743617,7.7857945413521605,57,Low,219,200,13,32,-19,92,29,146,273,6.686516429590888,Egg-Free,Paleo,3.023830446975589
Butter (1 tbsp),102,0.1,0.1,11.5,0.0,0.1,31,4231,48,449,13.60116456223073,22,2.636411137641815,272,0.5136814962967271,10.715442706126522,1.1610237376081973,1.9192195272380972,23,2.915069376133538,149.46549872749515,982,1.4392302153321395,0.8714238187576164,648,0.8250610403476047,32,3.6161634128183238,6.274151112702953,0.7558509240544731,2.545023107810299,3.9346671874027916,0,Medium,321,150,39,5,34,293,38,104,20,6.7201044529851846,Contains Artificial Colors,Vegetarian,3.3532858827131724
Olive Oil (1 tbsp),119,0.0,0.0,13.5,0.0,0.0,0,4880,193,813,2.6259454428073585,20,1.5697885279586168,420,1.4340357330434834,16.327031240508013,4.351203082057566,0.9743164045276423,204,8.689798815482199,131.43599899769524,758,0.9024383535514293,1.9709025524389543,127,0.6470794539370961,7,7.564838490999165,4.811318108274651,0.03362378322936621,1.5808902543810421,8.457252329121221,137,Medium,967,150,16,31,-15,477,16,147,11,4.769027065899564,Shellfish-Free,Low Carb,1.7435790279815366
Chicken Thigh (100g),209,26.0,0.0,10.0,0.0,0.0,82,4215,72,658,14.38286360537447,63,1.2634439948547809,306,1.8713034985303987,1.9474269533893982,3.5641274567776318,2.9072607875601224,406,8.987712921074518,105.67392044713216,431,6.902472266193723,1.563929781152463,116,0.6424698526051621,55,3.689143733536201,8.271787066580128,3.8066826380391907,4.151001653282391,0.4695403923240149,1,Medium,159,100,44,16,28,231,32,19,243,3.1910047284737195,Soy-Free,Keto-Friendly,3.4098168929376538
Pork (100g),242,27.0,0.0,14.0,0.0,0.0,60,2468,55,309,5.3955340432829395,25,0.5386924093685763,317,0.952554668287614,12.464680032184674,1.339603246641386,2.138547890989029,440,2.344450617876216,38.711305483856876,955,5.604680836009238,1.9353053897138897,263,0.7623231857155077,12,7.151719526095807,8.328690417979894,6.0109706137250924,2.7282056329678257,7.820463029629901,62,Low,200,150,48,15,33,115,10,167,102,4.226220274503839,Contains Artificial Colors,Low Carb,2.3806427712756277
Beef (100g),250,26.0,0.0,17.0,0.0,0.0,72,3947,97,821,13.437651412321538,17,2.120898220284499,408,0.7636136597933587,16.328784707619967,1.7121186529859198,0.4964946014830508,315,1.7393285472382423,110.01007932333516,552,4.719369921091136,1.0772203099287319,498,1.0376822747770673,74,3.6947872363373326,8.506005483015567,6.2920015744966085,1.661348593732725,2.067658594337006,15,Medium,480,100,43,21,22,303,23,147,275,3.9884906176851125,Gluten-Free,Vegan,1.7475053672987944
Apple (1 medium),95,0.5,25.0,0.3,4.4,19.0,2,4595,20,664,9.44120027071246,113,3.053452206277945,53,2.274085488893924,3.981428168707316,4.1029877368639,1.3084150350530537,343,9.768247201596564,27.46297029751051,251,6.527179441099348,1.000013151352331,482,0.8915352133184918,63,4.232394414901864,8.034235690981628,4.764457362938286,4.736692560403882,2.861209078237872,36,Medium,500,150,28,27,1,75,16,195,6,4.658707407979687,Nut-Free,Low Fat,2.9084040319037507
Banana (1 medium),105,1.3,27.0,0.3,3.1,14.0,1,2801,71,601,12.573903036380825,68,3.3728949388177636,475,1.0500495449755956,1.2854282976307596,2.5424087899817125,1.217721189216648,222,8.749077654678494,33.7045723357003,446,8.362954368433634,1.5353622377179899,594,0.35270763987654985,65,5.638921128292661,4.880834771971446,1.2488331324064617,4.225562065355805,4.932148435955936,15,Low,692,150,13,12,1,204,29,45,129,4.27120247551435,Dairy-Free,Keto-Friendly,1.3859855604206035
Chicken Breast (100g),165,31.0,0.0,3.6,0.0,0.0,74,1071,86,834,14.776184284946499,66,2.197234851839868,446,0.9472252395853296,6.941552607687703,3.517432279277409,1.649316621089111,419,8.985743398494494,109.81996790385185,915,4.563082636603943,1.7725533997255174,164,0.4105661308344257,62,9.506819368070826,3.814382981490072,1.7049752178789424,4.912939057759004,4.497345010699739,86,Low,829,100,16,17,-1,197,17,181,298,6.315969375409817,Shellfish-Free,Vegetarian,1.2973887840806553
Broccoli (1 cup),55,3.7,11.2,0.6,5.1,2.2,64,1266,162,150,5.03767612946244,49,2.0433839832196825,403,2.214193879219832,12.174730427862364,1.932584099612049,2.5415989559898344,12,8.920575653931754,83.29155567243129,513,6.590634917993804,1.9318770121445603,469,0.7515662578565484,74,1.0886044664665517,8.313762837143706,8.521479838520092,3.461169373227104,5.20570106869881,89,Medium,72,200,40,30,10,56,85,194,96,3.012144076501816,Gluten-Free,Paleo,2.4696430307332227
Almonds (28g),160,6.0,6.0,14.0,3.5,1.2,0,2874,61,408,14.455896795706302,196,0.7551691564677233,155,2.1342141983335225,3.6273802946902065,2.215534787486945,1.791923844030705,188,5.646024828320419,232.13063820693364,626,9.558936126434007,0.7166486214617495,548,1.1679217901118288,97,0.3291376866117368,4.902014585562668,8.679111317392612,1.8911145275302343,5.447755956720238,79,High,416,200,41,9,32,371,80,52,276,5.578527414045993,Egg-Free,Paleo,1.671462085904285
Oats (1/2 cup),154,6.0,27.0,3.0,4.0,1.0,0,2082,13,429,6.4527465286338845,139,2.1466184046277994,134,1.3966929410492672,9.096325048477224,4.958206513803972,0.27851436503999794,49,6.640816498325097,100.16939329126492,530,8.476432710684827,1.617538690301014,429,1.2260615052536399,16,6.079571838100452,2.4637139862798185,6.738985378607202,1.4043033333950616,3.315276910314969,26,Medium,700,150,13,16,-3,368,7,116,284,5.657080900624173,Gluten-Free,Low Carb,0.9077540808349387
Eggs (2 large),140,12.5,1.0,9.5,0.0,1.0,140,953,68,869,6.397166666316912,103,1.6399372368961838,263,1.478477722855549,11.49410845011128,1.6142768922862334,2.0007055207282796,461,5.6809470952695955,191.88594929730402,478,4.54700769977289,0.5002266355075197,192,1.023793423303597,13,9.490970889284263,5.073435323222163,6.642179722788823,3.316589218372405,1.7522751301703,110,Low,869,200,43,32,11,34,28,160,287,5.642506301156171,Contains Artificial Colors,Paleo,0.7008927058697264
Salmon (100g),206,22.0,0.0,13.0,0.0,0.0,50,4246,81,270,5.76541945956308,147,2.321405842650731,170,0.935497409668044,12.378778800389027,2.779053696664313,0.12396936404298936,173,0.9864603173081261,137.25940632789826,994,6.624809959240058,1.136591258816346,681,1.5036741742942776,53,9.89723132554715,1.4184982191924211,5.976821280278076,4.904082912476518,7.68481229287306,63,Low,288,150,26,14,12,75,12,141,172,5.082378722058278,Gluten-Free,Low Carb,2.863527728745432
Avocado (1 medium),234,3.0,12.0,21.0,10.0,0.2,11,3836,157,869,8.579706502866193,53,1.66617904362964,181,0.656603340959115,6.213822699007128,4.2998105443573955,2.36188533556714,316,7.58227931085134,178.9805604741605,527,2.1821737582014276,0.44171148197747845,73,1.5007726986377996,87,4.841642473920018,6.916294905987988,2.029258857019882,3.133575400519244,3.9997614908714207,96,Low,483,1,21,30,-9,496,94,149,204,5.444416292439212,Soy-Free,Vegan,2.527732195407034
Sweet Potato (1 medium),112,2.0,26.0,0.1,4.0,5.0,41,3869,102,469,3.158030604498819,148,1.2208973703511004,387,1.6468636507113221,8.600563083739537,1.5765044614963608,2.0332446099926016,244,5.300654316690863,72.4278359236958,965,5.824960756503354,0.7600549873256438,588,0.9124921962060383,21,4.680816210850985,3.3592128162390633,4.282507002599032,4.408074704949191,5.05840862459059,136,High,753,1,37,16,21,344,49,133,102,6.241977246148361,Egg-Free,Vegan,1.73539467381981
"Brown Rice (1 cup, cooked)",215,5.0,45.0,1.6,3.5,0.9,10,674,72,173,8.751960795012156,89,0.7848958256851295,246,0.6966898431804263,15.788445352283615,2.368461905079488,0.9954784092224993,266,6.653236210507183,236.05719348119896,183,9.822618765815207,1.8695808976922725,124,0.3364375404457941,58,6.449637707451962,2.606587984474543,6.958946514633787,1.645517155238843,6.44696718351118,10,Low,176,1,28,3,25,76,76,58,112,6.136787114753526,Shellfish-Free,Vegetarian,3.18868290551317
Greek Yogurt (1 cup),100,10.0,6.0,0.0,0.0,6.0,40,3361,63,471,8.583867373740055,90,1.4447553337666872,68,1.3985490939132996,18.883079188293024,3.2679107931649476,0.9480812333095956,369,5.275078147267585,137.22123925946175,291,5.423993594423962,0.37757232956886355,584,1.107332062557534,48,5.556347572049698,9.56508746234745,5.372522720033387,2.034768912371278,9.09637922306656,69,High,991,200,19,6,13,206,5,161,130,3.1385015087136416,Shellfish-Free,Low Fat,1.7325702573277986
"Spinach (1 cup, cooked)",41,5.0,7.0,0.5,4.3,0.6,125,1248,126,280,11.666625376468179,11,0.7899345028632568,179,2.3809943970260212,17.375726291246888,2.665346681637961,2.4149916899842863,426,5.172207562063331,209.5177771084599,140,9.3125638423064,1.3015617007568734,90,0.8247912215882819,36,6.340880576141181,7.768809957583076,0.1858033405509918,4.531376197946766,7.075528311402199,142,Low,590,200,33,20,13,255,7,150,38,3.1217461429492355,Egg-Free,Vegan,2.6308864143961506
Carrots (1 medium),25,0.6,6.0,0.1,1.7,2.9,42,1815,119,739,12.671099467126197,187,1.0306908524719518,61,2.4056687783411688,11.721386532935206,2.5677601995664285,2.3716764065813996,400,2.131996540038785,97.61096643426724,963,4.369681744780976,1.2266131185620663,617,0.36205368055103626,39,8.739994255378942,7.870695027239316,9.535568067200984,3.7843335097890938,0.4545922559038451,47,Low,682,100,36,38,-2,305,69,133,7,6.355779251081965,Dairy-Free,Low Carb,3.2273458256218786
Turkey Breast (100g),135,30.0,0.0,1.0,0.0,0.0,50,4877,83,112,7.166178904373936,149,3.462008475738638,130,0.9786645730947172,8.795563255934985,2.131293790949556,1.121676827692604,382,3.147780293840915,34.05072377212589,935,9.989025858253996,0.32940287014707426,462,1.9654526989331946,82,7.463061694876093,6.237219692791834,8.448160525721434,4.9070516018395285,8.385603633980176,93,Medium,247,200,37,34,3,109,19,77,45,5.298918750122251,Shellfish-Free,Paleo,3.02214637612533
Cottage Cheese (1/2 cup),90,11.0,4.0,4.0,0.0,2.0,400,3954,116,534,5.232665490920913,124,1.8323106707198558,379,1.7482268400913088,7.326175673056946,3.139908474987163,0.9669484114313629,125,2.00910057346758,171.69079545300372,872,6.002590334661799,0.719360183160743,464,0.8025352396321942,53,4.968773916867955,8.39172810510297,2.6054501410973785,3.8738210486612097,9.89355015127519,75,High,735,150,33,30,3,187,54,111,193,6.829709341076769,Shellfish-Free,Vegan,2.033314329018737
"Quinoa (1 cup, cooked)",222,8.0,39.0,3.6,5.0,0.9,13,2591,66,677,4.630688562439323,99,2.0956152995150497,403,1.4481525282157153,3.3741747555963433,3.3096771406562464,1.7234918877600909,61,2.358829808440753,11.862315600981876,408,0.9015554452413783,1.169664858579005,498,1.2890158952803388,58,4.618644590001696,7.591624811633812,6.164589351662961,2.242578536091159,4.7248502537138215,59,Medium,705,100,19,30,-11,124,24,99,5,4.7263663876659034,Dairy-Free,Vegan,2.541909177340198
Orange (1 medium),62,1.2,15.0,0.2,3.1,12.0,0,2760,178,752,3.724733713868207,32,3.120855586211646,311,2.251370255172212,3.0244736971061466,3.439802934056132,0.12426041395401813,385,9.743285113992897,124.07031437572199,477,6.074170568568187,0.4556393570781315,659,1.0312448365395335,20,6.396017485131161,5.987737041336166,9.232393837281878,2.6553400991118155,9.695903364546007,67,High,531,200,31,34,-3,177,7,171,57,3.706967285582975,Dairy-Free,Low Carb,1.7409973301821071
Tofu (100g),76,8.0,1.9,4.8,0.3,0.6,7,3224,12,623,1.8070661507863484,155,3.4867067014720634,441,1.0428617285521065,14.078794873359497,0.8166564855771319,0.3397344101609726,404,1.954577734835885,56.27245663995022,235,3.108440608956168,1.6211849471843494,485,0.3713737305118556,89,4.557062844202974,9.611244018517173,0.9601101211365137,4.502577462315683,5.473287423431494,56,Low,228,100,38,10,28,128,65,18,168,4.892939649551236,Contains Artificial Colors,Vegan,2.441591516882342
"Mushrooms (1 cup, cooked)",35,3.0,7.0,0.5,2.1,3.1,8,3151,129,817,5.794271703685987,71,2.2481433480340445,174,0.5074048136648337,5.936093907252047,3.33965379070422,0.4658918114313365,420,3.0580690308994725,160.57012106448693,889,0.8085725593409998,1.9470973681160246,601,0.2055328844078841,16,4.577793512656399,1.9159494968442303,5.030294807967007,2.75823368049024,4.596159958719498,63,Low,918,200,8,27,-19,495,19,19,121,4.746177231846092,Shellfish-Free,Paleo,1.2726573150361875
Peanut Butter (2 tbsp),188,8.0,6.0,16.0,2.0,3.0,1,104,15,532,4.783467689830966,122,2.937421463132515,356,0.8251224118628302,5.838572042216489,4.789567304515548,0.6376942716988051,151,6.110601748516557,245.06076955308453,205,8.298106394599301,0.5080428599286969,288,1.288961888655722,92,0.16305901786504817,9.43379718994751,4.562430258462945,1.2769868708222258,3.314047647274551,79,High,572,150,22,22,0,174,63,134,248,5.068709525754065,Shellfish-Free,Low Fat,1.8042263413086599
"Spinach (1 cup, raw)",7,0.9,1.1,0.1,0.7,0.1,24,4969,14,568,14.529843402129703,137,1.4808230730100258,316,1.199045602338796,19.96570603507793,2.9344380598763764,1.5848525673588605,95,6.2966964742480975,121.45669751695503,618,3.1194315513171813,0.45513273310209423,91,0.5693415536609826,12,1.7406413740730842,4.014381619988649,4.102050052835323,2.1780990638497473,6.5755487583333885,86,Medium,700,1,25,35,-10,228,58,124,206,6.231788935507799,Shellfish-Free,Paleo,1.128637212805517
Whole Wheat Bread (1 slice),80,4.0,14.0,1.0,2.0,1.0,140,976,14,204,8.807923567500616,71,1.4172318723418733,496,1.1314422595409772,4.570593199602113,3.7187018712915996,2.977501553097254,473,1.9627542325663763,206.19958156616,913,8.067211263441735,0.9643766364151447,59,0.5629425992660585,25,4.88513639995753,5.283989834014866,8.35588608892925,2.5815799442455893,2.298204205250446,119,High,486,1,12,32,-20,206,64,74,114,5.622335951747104,Dairy-Free,Low Fat,0.6145548580386441
Cheddar Cheese (1 slice),113,7.0,1.0,9.0,0.0,0.3,174,1091,63,141,5.861878546427105,47,1.7081111629836805,490,2.082725838245772,3.8131354302877636,3.00529538491648,1.992578865067325,55,8.040315544959517,131.86820486826906,641,3.2380670380807364,1.520754026566061,314,1.91825476044959,52,8.226534590503691,1.2273931954430894,3.8064614669745733,0.4835991677556478,1.0493421851440432,142,High,814,150,10,39,-29,410,41,121,238,3.741101309597499,Shellfish-Free,Paleo,2.265619551726117
Tomato (1 medium),22,1.1,4.8,0.2,1.5,3.2,6,4242,56,575,9.126546413911743,175,2.5175217880209475,432,1.8611213322776756,2.8750193274384914,4.346332783663904,0.27776650390274843,341,7.959427245171837,129.0016074649658,225,2.346100361800856,0.6350411594469776,630,0.9773692781914536,12,2.7872700672712414,5.401074389217909,0.6366333324100759,3.718813371264451,0.2723710258421408,78,High,906,100,24,18,6,327,25,81,53,5.937909025420245,Gluten-Free,Paleo,3.093288036052393
Cucumber (1 medium),16,0.7,3.8,0.1,0.5,1.9,2,4464,186,504,2.9487538188397373,70,2.5465750677652963,189,1.0991126392297945,12.016301558169127,4.68312392568906,1.624180184780501,247,2.7545181899369653,233.3016383629067,456,9.752387953992061,0.13777182652483277,494,0.15590952635130956,32,5.2264343313114905,6.112067518581934,0.6583774216430249,0.546769666774865,2.923801127152638,35,Low,363,1,6,27,-21,495,27,83,75,5.367584853113726,Gluten-Free,Keto-Friendly,0.5767348238695745
Pineapple (1 cup),82,0.9,22.0,0.2,2.3,16.0,1,4565,18,790,7.21661248883084,138,1.4457183039483525,378,1.4154876343324267,12.929412694039927,1.3289895468336168,1.540271115929563,19,3.2423298754168743,223.59180849920355,499,3.9356306136726857,1.1283191932624985,188,0.7457011587846328,84,3.449620847592322,9.97701541808524,0.42744606524608986,2.024588566844028,3.957708321670382,53,High,68,200,49,12,37,246,22,63,168,5.313242922150725,Dairy-Free,Paleo,1.0880892221878877
